Annual_measure,SD_of_measure,Use1_0,Name,Units,Description,Region,Time_period,Source
0,0,1,Obs_Propdfishbird,dimensionless,Proportion_demersal_fish_in_diet_of_birds,Ascension_Island_EEZ,2010-2019,Hughes (2014) and Reynolds et al. (2019)
0,0,1,Obs_Propmfishbird,dimensionless,Proportion_migratory_fish_in_diet_of_birds,Ascension_Island_EEZ,2010-2019,Hughes (2014) and Reynolds et al. (2019)
0,0,1,Obs_Propdiscbird,dimensionless,Proportion_discards_in_diet_of_birds,Ascension_Island_EEZ,2010-2019,Hughes (2014) and Reynolds et al. (2019)
NA,NA,0,Obs_Contotal_seal,mMN/m2/y,Annual_food_consumption_by_pinnipeds,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Proppfishseal,dimensionless,Proportion_planktivorous_fish_in_diet_of_pinnipeds,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Propdfishseal,dimensionless,Proportion_demersal_fish_in_diet_of_pinnipeds,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Propmfishseal,dimensionless,Proportion_migratory_fish_in_diet_of_pinnipeds,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Contotal_ceta,mMN/m2/y,Annual_food_consumption_by_cetaceans,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Proppfishceta,dimensionless,Proportion_planktivorous_fish_in_diet_of_cetaceans,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Propdfishceta,dimensionless,Proportion_demersal_fish_in_diet_of_cetaceans,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Propmfishceta,dimensionless,Proportion_migratory_fish_in_diet_of_cetaceans,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_Pland_livewt,mMN/m2/y,Annual_planktivorous_fish_landings_(live_weight),Ascension_Island_EEZ,2010-2019,SAU and ICCAT data 2010-2019 but no planktiv fish recorded
0.000095192,0.0002072,1,Obs_Dland_livewt,mMN/m2/y,Annual_demersal_fish_landings_(live_weight),Ascension_Island_EEZ,2010-2019,"SAU data 2010-2019 grouper, reef fish and others"
0.006700548,0.0060657,1,Obs_Mland_livewt,mMN/m2/y,Annual_migratory_fish_landings_(live_weight),Ascension_Island_EEZ,2010-2019,"Reeves and Laptikhovsky (2014), ICCAT and SAU data 2010-2019 tuna and large pelagics"
NA,NA,0,Obs_Bsland_livewt,mMN/m2/y,Annual_susp/dep_benthos_landings_(live_weight),Ascension_Island_EEZ,2010-2019,SAU and ICCAT data 2010-2019 but no BS recorded
0.000000103,0.000000132,1,Obs_Bcland_livewt,mMN/m2/y,Annual_carn/scav_benthos_landings_(live_weight),Saint_Helena_Island_EEZ,2010-2019,Assumed the same lobsters landings from Saint Helena EEZ
NA,NA,0,Obs_Zcland_livewt,mMN/m2/y,Annual_carn_zooplankton_landings_(live_weight),Ascension_Island_EEZ,2010-2019,SAU and ICCAT data 2010-2019 but no PelInverts recorded
NA,NA,0,Obs_Kland_livewt,mMN/m2/y,Annual_macrophyte_landings_(live_weight),Ascension_Island_EEZ,2010-2019,SAU and ICCAT data 2010-2019 but no Seaweeds recorded
2,0.5,0,Obs_kelp_pb,/y,Annual_CARBON_gross_PB_ratio_of_macrophytes,General_value,NA,Brady_Campbell_et_al_1984
10,5,1,Obs_benslar_pb,/y,Annual_gross_PB_ratio_larvae_of_susp/dep_benthos,General_value,NA,Mackinson_and_Daskalov_2007
10,5,1,Obs_benclar_pb,/y,Annual_gross_PB_ratio_larvae_of_carn/scav_benthos,General_value,NA,Mackinson_and_Daskalov_2007
10,3,1,Obs_bens_pb,/y,Annual_gross_PB_ratio_susp/dep_feeding_benthos,General_value,NA,Mackinson_and_Daskalov_2007
1.125,0.035,1,Obs_benc_pb,/y,Annual_gross_PB_ratio_carn/scav_feeding_benthos,South_Atlantic,NA,Vasconcellos and Watson (2004)
17.3,4.325,1,Obs_omni_pb,/y,Annual_gross_PB_ratio_omniv_zooplankton,South_Atlantic,NA,Vasconcellos and Watson (2004)
6.65,2.367,1,Obs_carn_pb,/y,Annual_gross_PB_ratio_carniv_zooplankton,South_Atlantic,NA,Vasconcellos and Watson (2004)
4,2,1,Obs_fishplar_pb,/y,Annual_gross_PB_ratio_larvae_of_planktivorous_fish,General_value,NA,Mackinson_and_Daskalov_2007
4,2,1,Obs_fishdlar_pb,/y,Annual_gross_PB_ratio_larvae_of_demersal_fish,General_value,NA,Mackinson_and_Daskalov_2007
2.249,0.277,1,Obs_fishp_pb,/y,Annual_gross_PB_ratio_planktivorous_fish,South_Atlantic,NA,Vasconcellos and Watson (2004)
0.76,0.19,1,Obs_fishd_pb,/y,Annual_gross_PB_ratio_demersal_fish,Other_oceanic_island,NA, Melichthys niger PB value available in Capitani et al. (2021) 
1.3,0.6,1,Obs_fishm_pb,/y,Annual_gross_PB_ratio_migratory_fish,General_value,NA,Mackinson_and_Daskalov_2007
5.4,1.35,1,Obs_bird_pb,/y,Annual_net_PB_ratio_birds,Other_oceanic_island,NA,Capitani et al. (2021)
0.09,0.045,0,Obs_seal_pb,/y,Annual_net_PB_ratio_pinnipeds,General_value,NA,Mackinson_and_Daskalov_2007
0.054,0.03,1,Obs_ceta_pb,/y,Annual_net_PB_ratio_cetaceans,South_Atlantic,NA,Morissette et al. (2009)
0.3,0.1,0,Obs_exud_C_kelp,dimensionless,Annual_average_proportion_of_macrophyte_C_uptake_which_is_exuded,General_value,NA,Abdullah_and_Fredriksen_2004
0.12,0.2,0,Obs_kelp_NC,dimensionless,Annual_average_molar_NC_ratio_of_macrophytes,General_value,NA,Sjotun_et_al_1996/Broch_and_Slagstad_2012
NA,NA,0,Obs_Denitrif,mMN/m2/y,Annual_denitrification,Ascension_Island_EEZ,2010-2019,No information
0.0879,0.021975,0,Obs_Dfdiscardp,dimensionless,Proportion_of_demersal_fish_catch_discarded,Ascension_Island_EEZ,2010-2019,Estimated discards with SAU
NA,NA,0,Obs_s_x_ammonia,mMN/m3,Annual_average_ammonia_conc_in_porewater_of_sand_gs_0.25mm,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_d_x_ammonia,mMN/m3,Annual_average_ammonia_conc_in_porewater_of_mud_gs_0.12mm,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_s_x_nitrate,mMN/m3,Annual_average_nitrate_conc_in_porewater_of_sand_gs_0.25mm,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_d_x_nitrate,mMN/m3,Annual_average_nitrate_conc_in_porewater_of_mud_gs_0.12mm,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_s_x_TON,%N(gN/g_dry_sed),Annual_average_organic_N_content_of_sand_gs_0.25mm_(0.19-0.43mm),Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_d_x_TON,%N(gN/g_dry_sed),Annual_average_organic_N_content_of_mud_gs_0.12mm_(0.03-0.07mm),Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_NDJF_s_nitrate,mMN/m3,Average_winter_(Nov-Feb)_nitrate_conc_shallow_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_MJJA_s_nitrate,mMN/m3,Average_summer_(May-Aug)_nitrate_conc_shallow_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_NDJF_d_nitrate,mMN/m3,Average_winter_(Nov-Feb)_nitrate_conc_deep_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_MJJA_d_nitrate,mMN/m3,Average_summer_(May-Aug)_nitrate_conc_deep_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_NDJF_s_ammonia,mMN/m3,Average_winter_(Nov-Feb)_ammonia_conc_shallow_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_MJJA_s_ammonia,mMN/m3,Average_summer_(May-Aug)_ammonia_conc_shallow_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_NDJF_d_ammonia,mMN/m3,Average_winter_(Nov-Feb)_ammonia_conc_deep_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_MJJA_d_ammonia,mMN/m3,Average_summer_(May-Aug)_ammonia_conc_deep_layer,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_carn_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_carnzoo_depth_av_conc,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_omni_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_omnivzoo_depth_av_conc,Ascension_Island_EEZ,2010-2019,No information
1.049,0.4,1,Obs_phyt_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_phyt_surface_layer_conc,Ascension_Island_EEZ,2010-2019,Remote sensing satellite data
NA,NA,0,Obs_nit_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_nitrate_surface_layer_conc,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_amm_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_ammonia_surface_layer_conc,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_pfish_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_planktivorous_fish_density_per_m2,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_dfish_io_ratio,dimensionless,Inshore_offshore_ratio_of_annual_mean_demersal_fish_density_per_m2,Ascension_Island_EEZ,2010-2019,No information
0.000000551996,0.000000509915,1,Obs_birddisc,mMN/m2/y,Annual_bycatch_of_birds,Ascension_Island_EEZ,2010-2019,Roughly estimated from longlines and handlines
NA,NA,0,Obs_sealdisc,mMN/m2/y,Annual_bycatch_of_pinnipeds,Ascension_Island_EEZ,2010-2019,No information
NA,NA,0,Obs_cetadisc,mMN/m2/y,Annual_bycatch_of_cetaceans,Ascension_Island_EEZ,2010-2019,No information
0.15,0.05,0,Obs_kelp_beachcast,dimensionless,Proportion_of_macrophyte_annual_nitrogen_uptake_exported_as_beachcast,General_value,NA,Zemke_White_et_al_2005
NA,NA,0,Obs_Ctland_livewt,mMN/m2/y,Obs_cetacean_landings_by_whale_hunters,Ascension_Island_EEZ,2010-2019,No information
